resturl,title,latitude,longitude,rating,reviewCount,categories,photos,URL,neighborhood,menu,reservable,yelpDelivery,slides,sponsor,claim,eliteReviews,transit,hours,attire,creditCards,parking,price,groups,kids,reservations,deal,delivery,takeout,service,outdoorSeating,wifi,meals,bestNights,happyHour,alcohol,smoking,coatCheck,noise,goodForDancing,ambience,tv,caters,wheelchairAccessible
http://www.yelp.com/biz/phebes-new-york,Phebe's,40.726824,-73.99127,3.5,295,"American (Traditional), Pubs, Sports Bars",Has photos,phebesnyc.com,['East Village'],Has menu,None,None,Has slides,Sponsors,None,Has Elites,"Bleecker St. (4, 6, 6X)
Astor Pl (4, 6, 6X)
2 Ave. (F)",Mon-Sun 11 am - 4 am,Casual,Yes,Street,$$,Yes,No,No,None,Yes,Yes,Yes,No,No,Late Night,"Wed, Fri, Sat",Yes,Full Bar,No,No,Loud,No,Casual,Yes,No,Yes
http://www.yelp.com/biz/ninth-ward-new-york,Ninth Ward,40.730597,-73.9860134,3.5,201,"Lounges, Burgers",Has photos,ninthwardnyc.com,['East Village'],None,None,None,None,None,None,Has Elites,"3 Ave. (L)
1 Ave. (L)
Astor Pl (4, 6, 6X)","Mon-Thu 4 pm - 2 am
Fri 4 pm - 4 am
Sat 1 pm - 4 am
Sun 1 pm - 2 am",Casual,Yes,Street,$$,Yes,No,No,None,No,No,Yes,Yes,None,"Dinner, Late Night","Thu, Fri, Sat",Yes,Beer & Wine Only,No,No,Average,No,"Divey, Casual",No,No,No
http://www.yelp.com/biz/spice-new-york-6,Spice,40.727416,-73.988156,3.0,68,"Thai, Chinese",Has photos,spicethainyc.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
2 Ave. (F)
8 St. - Nyu (N, R)","Mon-Thu, Sun 11:30 am - 10 pm
Fri-Sat 11:30 am - 11 pm",Casual,Yes,Street,$$,Yes,Yes,No,Has deal,Yes,Yes,Yes,No,No,"Lunch, Dinner",None,None,Full Bar,None,None,Average,None,None,No,None,Yes
http://www.yelp.com/biz/san-marcos-restaurant-new-york,San Marcos Restaurant,40.7291004,-73.9891828,3.5,4,Restaurants,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/east-village-tavern-new-york,East Village Tavern,40.7257521,-73.9774869,3.0,66,"Bars, American (Traditional)",Has photos,None,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,1 Ave. (L),"Mon-Fri 11:30 am - 2 am
Sat-Sun 11 am - 2 am",Casual,Yes,Street,$$,Yes,No,None,None,None,Yes,Yes,Yes,No,Late Night,"Fri, Sat, Sun",Yes,Full Bar,Outdoor Area/ Patio Only,No,Very Loud,Yes,Casual,Yes,No,None
http://www.yelp.com/biz/scratcher-new-york,Scratcher,40.7274788,-73.9905513,4.0,95,"Pubs, American (New)",Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
Bleecker St. (4, 6, 6X)",None,Casual,Yes,Street,$,Yes,No,No,None,No,No,No,No,None,None,"Tue, Wed, Fri",Yes,Full Bar,No,No,Loud,No,Casual,No,No,No
http://www.yelp.com/biz/tkettle-new-york,TKettle,40.728744,-73.988744,3.5,350,"Coffee & Tea, Taiwanese",Has photos,tkettle.com,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)",Mon-Sun 11 am - 12 am,Casual,No,Street,$,Yes,Yes,No,None,No,Yes,Yes,Yes,No,Dessert,None,None,No,None,None,Average,None,Casual,No,No,No
http://www.yelp.com/biz/a-and-c-kitchen-new-york-2,A & C Kitchen,40.7250407,-73.9779719,3.5,7,Chinese,Has photos,None,"['East Village', 'Alphabet City']",None,None,None,None,None,Unclaimed,Has Elites,1 Ave. (L),None,Casual,None,None,$,None,Yes,None,None,Yes,Yes,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/sunny-and-annies-new-york,Sunny and Annie's,40.7245959526,-73.9815849066,4.5,162,"Sandwiches, Delis, Grocery",Has photos,sunnyandannies.com,"['East Village', 'Alphabet City']",Has menu,None,None,Has slides,Sponsors,None,Has Elites,"1 Ave. (L)
2 Ave. (F)",Mon-Sun 6 am - 6 am,Casual,Yes,Street,$,No,Yes,No,None,Yes,Yes,No,No,No,"Lunch, Late Night",None,None,Beer & Wine Only,None,None,Average,None,Divey,No,No,Yes
http://www.yelp.com/biz/akina-new-york,Akina,40.7305009,-73.9806065,3.0,77,"Sushi Bars, Japanese",Has photos,AkinaSushi.com,"['Stuyvesant Town', 'East Village', 'Alphabet City']",Has menu,None,Delivery system,None,None,Unclaimed,Has Elites,"1 Ave. (L)
3 Ave. (L)",None,Casual,Yes,Street,$$,Yes,No,Yes,Has deal,Yes,Yes,Yes,No,None,Dinner,None,None,Beer & Wine Only,None,None,Quiet,None,Casual,No,No,Yes
http://www.yelp.com/biz/the-drunken-clam-new-york,The Drunken Clam,40.7293954,-73.9896029,3.5,5,"Beer, Wine & Spirits, Seafood, Lounges",Has photos,evdrunkenclam.com,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)",None,None,None,None,$$,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/bahr-che-manhattan,Bahr Che,40.7294793646,-73.9909980804,3.5,53,"Restaurants, Wine Bars",Has photos,bahrche-nyc.com,"['East Village', 'NoHo']",Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
Bleecker St. (4, 6, 6X)",Mon-Sun 5 pm - 12 am,None,Yes,"Garage, Street",$$$,Yes,No,No,None,No,No,Yes,Yes,None,None,"Thu, Fri, Sat",Yes,Full Bar,No,Yes,Quiet,No,"Intimate, Romantic",No,No,Yes
http://www.yelp.com/biz/common-ground-new-york-4,Common Ground,40.729438,-73.980699,4.0,314,"Bars, American (New)",Has photos,commongroundnyc.com,"['East Village', 'Alphabet City']",Has menu,None,None,Has slides,Sponsors,None,Has Elites,"1 Ave. (L)
3 Ave. (L)","Mon-Thu 4 pm - 2 am
Fri 4 pm - 4 am
Sat 12 pm - 4 am
Sun 12 pm - 2 am",Casual,Yes,Street,$$,Yes,No,Yes,None,No,Yes,Yes,No,No,Late Night,"Wed, Thu, Fri",Yes,Full Bar,No,No,Loud,No,Casual,Yes,No,Yes
http://www.yelp.com/biz/empire-biscuit-new-york,Empire Biscuit,40.729191,-73.980883,3.0,71,"American (New), Sandwiches",Has photos,empirebiscuit.com,"['East Village', 'Alphabet City']",Has menu,None,None,Has slides,Sponsors,None,Has Elites,"1 Ave. (L)
3 Ave. (L)",Mon-Sun 12 am - 12 am,Casual,Yes,Street,$,No,Yes,No,None,Yes,Yes,No,No,No,"Breakfast, Late Night",None,None,No,None,None,Average,None,Hipster,No,Yes,None
http://www.yelp.com/biz/subway-new-york-148,Subway,40.726576,-73.985707,1.0,3,"Fast Food, Sandwiches",Has photos,subway.com,['East Village'],Has menu,None,None,None,None,Unclaimed,None,"2 Ave. (F)
Astor Pl (4, 6, 6X)
1 Ave. (L)",None,None,Yes,None,None,None,None,None,None,No,None,No,None,None,None,None,None,No,None,None,None,None,None,None,No,None
http://www.yelp.com/biz/pomodoro-pizzeria-manhattan,Pomodoro Pizzeria,40.7300951,-73.986548,3.5,11,Pizza,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"3 Ave. (L)
Astor Pl (4, 6, 6X)
1 Ave. (L)",None,None,Yes,None,$,No,Yes,None,None,Yes,Yes,None,Yes,None,None,None,None,None,None,None,Average,None,None,None,None,None
http://www.yelp.com/biz/mays-ku-e-ban-manhattan,May's Ku E Ban,40.7282269,-73.9883108,3.5,10,Sushi Bars,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)",None,Casual,Yes,None,$$,Yes,No,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Average,None,None,None,None,None
http://www.yelp.com/biz/sly-fox-new-york,Sly Fox,40.7289206,-73.9872476,3.5,36,"Pubs, American (New)",Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)",None,Casual,Yes,Street,$,Yes,Yes,No,None,No,None,No,No,None,None,"Wed, Fri, Sat",Yes,Full Bar,No,No,Average,No,None,Yes,None,No
http://www.yelp.com/biz/ihop-new-york-6,IHOP,40.7327865,-73.9854608,2.5,117,"American (New), Diners",Has photos,ihop.com,"['Gramercy', 'East Village']",None,None,None,None,None,Unclaimed,Has Elites,"3 Ave. (L)
1 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)",None,Casual,Yes,Street,$$,Yes,Yes,No,None,No,Yes,Yes,No,No,"Breakfast, Brunch",None,None,No,None,None,Average,None,Casual,No,No,None
http://www.yelp.com/biz/macaronda-new-york-2,Macaronda,40.7297173,-73.9871013,3.5,2,Italian,None,macaronada.com,['East Village'],None,None,None,None,None,Unclaimed,None,"Astor Pl (4, 6, 6X)
3 Ave. (L)
8 St. - Nyu (N, R)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/mary-anns-mexican-new-york,Mary Ann's Mexican,40.7265609,-73.988745,2.5,114,Mexican,Has photos,maryannsmexican.com,['East Village'],None,None,Delivery system,None,None,None,Has Elites,"2 Ave. (F)
Astor Pl (4, 6, 6X)
Bleecker St. (4, 6, 6X)",None,Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,Yes,No,Dinner,None,None,Full Bar,None,None,Average,None,Casual,Yes,No,Yes
http://www.yelp.com/biz/horus-caf%C3%A9-new-york-3,Horus Café,40.7278765,-73.9820022,3.0,195,"Lounges, Middle Eastern, Hookah Bars",Has photos,horusona.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",Mon-Sun 11 am - 4 am,Casual,Yes,Street,$$,Yes,No,Yes,None,No,No,Yes,Yes,No,Late Night,"Fri, Sat, Sun",No,Full Bar,Yes,No,Very Loud,No,Casual,No,No,Yes
http://www.yelp.com/biz/pho-32-and-shabu-new-york-2,Pho 32 & Shabu,40.7292338,-73.9889844,2.5,182,Vietnamese,Has photos,None,['East Village'],Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)","Mon-Thu, Sun 10:30 am - 11 pm
Fri-Sat 10:30 am - 12 am",Casual,Yes,Street,$$,Yes,Yes,No,None,Yes,Yes,Yes,No,Free,"Lunch, Dinner",None,None,No,None,None,Average,None,Casual,Yes,No,Yes
http://www.yelp.com/biz/dok-sunis-restaurant-new-york,Dok Suni's Restaurant,40.728179792,-73.9881777763,3.5,116,Korean,Has photos,None,['East Village'],Has menu,None,None,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)","Mon 4:30 pm - 11 pm
Tue-Fri 4:30 pm - 12 am
Sat 12 pm - 12 am
Sun 12 pm - 11 pm",Casual,No,Street,$$,No,No,No,None,No,Yes,Yes,No,None,Dinner,None,None,Full Bar,None,None,Average,None,Casual,No,No,Yes
http://www.yelp.com/biz/b-cup-caf%C3%A9-new-york-2,B Cup Café,40.7285818,-73.9787824,4.0,201,"Coffee & Tea, Sandwiches, Breakfast & Brunch",Has photos,bcupcafe.com,"['East Village', 'Alphabet City']",Has menu,None,Delivery system,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)",Mon-Sun 7:30 am - 8 pm,Casual,No,Street,$$,No,No,No,Has deal,Yes,Yes,No,Yes,Free,"Breakfast, Lunch",None,None,No,None,None,Average,None,Casual,No,No,No
http://www.yelp.com/biz/luca-bar-new-york,Luca Bar,40.7268816,-73.9836085,3.0,52,"Wine Bars, Modern European",Has photos,lucaloungenyc.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"1 Ave. (L)
2 Ave. (F)
3 Ave. (L)","Mon 1 pm - 12 am
Tue-Fri 1 pm - 2 am
Sat 4 pm - 2 am
Sun 12 pm - 2 am",Casual,No,Street,$$,Yes,No,No,None,No,No,Yes,No,Free,Late Night,"Tue, Fri, Sat",Yes,Beer & Wine Only,No,No,Average,No,"Casual, Trendy",Yes,No,No
http://www.yelp.com/biz/blue-9-burger-new-york-2,Blue 9 Burger,40.7322525,-73.9881413,3.0,261,"Fast Food, Burgers",Has photos,orderbluenine.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"3 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)
Astor Pl (4, 6, 6X)","Mon-Wed 11 am - 2 am
Thu 11 am - 4 am
Fri-Sun 11 am - 5 am",Casual,Yes,Street,$,No,Yes,No,Has deal,Yes,Yes,No,No,No,"Lunch, Dinner",None,None,No,None,None,Average,None,"Divey, Casual",Yes,Yes,No
http://www.yelp.com/biz/akira-restaurant-new-york,Akira Restaurant,40.732649,-73.987283,3.0,1,American (New),None,None,['East Village'],None,None,None,None,None,Unclaimed,None,"3 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)
Union Sq - 14 St. (L)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/two-boots-new-york-4,Two Boots,40.722901,-73.984136,4.0,24,Pizza,Has photos,None,"['East Village', 'Alphabet City']",None,None,None,None,None,None,Has Elites,"2 Ave. (F)
Essex St. (J, M, Z)
Delancey St. (F)",None,Casual,Yes,None,$,Yes,Yes,No,None,Yes,Yes,No,No,None,None,None,None,No,None,None,Average,None,None,Yes,None,None
http://www.yelp.com/biz/china-wok-new-york,China Wok,40.722926,-73.9832277,3.0,23,Chinese,Has photos,None,"['East Village', 'Alphabet City']",None,None,Delivery system,None,None,Unclaimed,Has Elites,"2 Ave. (F)
Essex St. (J, M, Z)
Delancey St. (F)","Mon-Thu 11 am - 11:30 pm
Fri-Sat 11 am - 12:30 am
Sun 12 pm - 11:30 pm",Casual,Yes,Street,$,No,No,No,Has deal,Yes,Yes,No,No,No,"Lunch, Dinner",None,None,No,None,None,None,None,None,None,None,No
http://www.yelp.com/biz/sigmund-pretzel-shop-new-york-2,Sigmund Pretzel Shop,40.7224127,-73.9829008,3.5,139,"Pretzels, Breakfast & Brunch, Gastropubs",Has photos,sigmundnyc.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,None,Has Elites,"Essex St. (J, M, Z)
2 Ave. (F)
Delancey St. (F)","Tue-Fri 5 pm - 12 am
Sat-Sun 11 am - 12 am",Casual,Yes,Street,$,Yes,Yes,No,None,Yes,Yes,Yes,No,No,"Brunch, Dinner",None,None,Beer & Wine Only,None,None,Average,None,None,Yes,Yes,Yes
http://www.yelp.com/biz/krust-pizzeria-manhattan-2,Krust Pizzeria,40.7327367,-73.9861328,3.5,40,Pizza,Has photos,KrustPizzas.com,"['Gramercy', 'East Village']",None,None,Delivery system,None,None,Unclaimed,Has Elites,"3 Ave. (L)
14 St. - Union Sq (4, 5, 6, 6X)
1 Ave. (L)","Mon-Wed 11 am - 12 am
Thu 11 am - 3 am
Fri-Sat 11 am - 5 am
Sun 12 pm - 12 am",Casual,No,Street,$,No,Yes,No,Has deal,No,Yes,No,No,Free,None,None,None,No,None,None,Average,None,None,Yes,No,None
http://www.yelp.com/biz/kennedy-fried-chicken-new-york-6,Kennedy Fried Chicken,40.729432,-73.978802,4.0,24,Chicken Wings,Has photos,kennedyfriedchicken.com,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,Unclaimed,Has Elites,"1 Ave. (L)
3 Ave. (L)",None,Casual,None,None,$,No,Yes,No,None,Yes,Yes,No,No,None,None,None,None,No,None,None,Average,None,None,No,None,None
http://www.yelp.com/biz/puebla-mexican-food-and-coffee-shop-new-york,Puebla Mexican Food & Coffee Shop,40.7319092907,-73.9905166626,3.5,71,"Bakeries, Coffee & Tea, Mexican",Has photos,None,['East Village'],Has menu,None,Delivery system,None,None,Unclaimed,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
14 St. - Union Sq (4, 5, 6, 6X)","Mon-Fri 6 am - 11 pm
Sat 7 am - 11 pm
Sun 8 am - 10 pm",Casual,No,Street,$,No,Yes,No,Has deal,Yes,Yes,No,No,No,Lunch,None,None,Beer & Wine Only,None,None,Quiet,None,None,No,None,No
http://www.yelp.com/biz/coyi-caf%C3%A9-new-york-2,Coyi Café,40.722965,-73.983023,3.5,66,"Coffee & Tea, Sandwiches",Has photos,coyicafe.com,"['East Village', 'Alphabet City']",None,None,None,None,None,None,Has Elites,"2 Ave. (F)
Essex St. (J, M, Z)
Delancey St. (F)",Tue-Sun 8 am - 8 pm,Casual,Yes,Street,$,No,Yes,No,None,Yes,Yes,No,No,Free,Lunch,None,None,No,None,None,Quiet,None,Casual,No,No,No
http://www.yelp.com/biz/kuidouraku-manhattan,Kuidouraku,40.728113,-73.98533,2.5,10,Japanese,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,Has Elites,"1 Ave. (L)
Astor Pl (4, 6, 6X)
3 Ave. (L)",None,Casual,Yes,None,$$,Yes,Yes,No,None,None,Yes,Yes,No,None,None,None,None,Beer & Wine Only,None,None,Quiet,None,None,None,None,No
http://www.yelp.com/biz/ciao-east-new-york,Ciao East,40.7261939,-73.9841146,3.0,2,Italian,None,None,"['East Village', 'Alphabet City']",None,None,None,None,None,Unclaimed,None,"1 Ave. (L)
2 Ave. (F)
Astor Pl (4, 6, 6X)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/bar-kada-manhattan,Bar Kada,40.726746,-73.986326,3.0,1,Filipino,Has photos,None,['East Village'],None,None,None,None,None,None,None,"2 Ave. (F)
Astor Pl (4, 6, 6X)
1 Ave. (L)",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/vanel-on-first-new-york,Vanel on First,40.726408,-73.986592,3.0,3,Southern,Has photos,restaurant.vanellaw.com,['East Village'],None,None,None,None,None,Unclaimed,None,"2 Ave. (F)
Astor Pl (4, 6, 6X)
1 Ave. (L)",None,Casual,Yes,Street,$$,Yes,Yes,None,None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None
http://www.yelp.com/biz/fei-ma-new-york,Fei MA,40.7250352,-73.9844512,3.5,23,Chinese,Has photos,None,"['East Village', 'Alphabet City']",Has menu,None,None,None,None,Unclaimed,Has Elites,"2 Ave. (F)
1 Ave. (L)
Delancey St. (F)",None,Casual,No,None,$,No,Yes,No,None,Yes,Yes,No,No,None,Dinner,None,None,No,None,None,Average,None,None,No,None,Yes
http://www.yelp.com/biz/percys-tavern-new-york,Percy's Tavern,40.7297292,-73.9808136,3.5,59,"Gastropubs, Irish",Has photos,percysnyc.com,"['East Village', 'Alphabet City']",Has menu,None,Delivery system,None,None,None,Has Elites,"1 Ave. (L)
3 Ave. (L)",Mon-Sun 12 pm - 4 am,Casual,Yes,Street,$$,Yes,Yes,Yes,Has deal,Yes,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",None,None,Full Bar,None,None,Average,None,Casual,Yes,None,Yes
http://www.yelp.com/biz/san-loco-new-york-3,San Loco,40.728511,-73.98814,3.5,140,Mexican,Has photos,sanloco.com,['East Village'],Has menu,None,Delivery system,None,None,None,Has Elites,"Astor Pl (4, 6, 6X)
8 St. - Nyu (N, R)
3 Ave. (L)",None,Casual,Yes,Street,$,No,Yes,No,Has deal,Yes,Yes,No,No,No,"Dinner, Late Night",None,None,Full Bar,None,None,Average,None,"Divey, Casual",No,No,No
http://www.yelp.com/biz/subway-sandwiches-new-york-19,Subway Sandwiches,40.731066,-73.983146,3.5,4,Sandwiches,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,None,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",None,None,Yes,None,None,None,None,No,None,None,None,None,No,None,None,None,None,None,None,None,Average,None,None,None,No,None
http://www.yelp.com/biz/subway-sandwiches-new-york-19,Subway Sandwiches,40.731066,-73.983146,3.5,4,Sandwiches,Has photos,None,['East Village'],None,None,None,None,None,Unclaimed,None,"1 Ave. (L)
3 Ave. (L)
Astor Pl (4, 6, 6X)",None,None,Yes,None,None,None,None,No,None,None,None,None,No,None,None,None,None,None,None,None,Average,None,None,None,No,None
